airline,A,B,country_A,lon_A,lat_A,country_B,lon_B,lat_B,color,AB
AA,PHL,IPT,US,-75.24109649658203,39.87189865112305,US,-76.92109680175781,41.241798400878906,#00ffff,PHL_IPT
AA,CLT,MSP,US,-80.94309997558594,35.2140007019043,US,-93.221802,44.882,#00ffff,CLT_MSP
UA,ORD,PBI,US,-87.9048,41.9786,US,-80.09559631347656,26.68320083618164,#426ae1,ORD_PBI
DL,ATL,MDT,US,-84.428101,33.6367,US,-76.7633972168,40.1935005188,#ff0000,ATL_MDT
DL,ATL,ORF,US,-84.428101,33.6367,US,-76.20120239257812,36.89459991455078,#ff0000,ATL_ORF
AA,ORD,ORF,US,-87.9048,41.9786,US,-76.20120239257812,36.89459991455078,#00ffff,ORD_ORF
AA,PHX,PDX,US,-112.01200103759766,33.43429946899414,US,-122.5979996,45.58869934,#00ffff,PHX_PDX
UA,ORD,SYR,US,-87.9048,41.9786,US,-76.1063003540039,43.11119842529297,#426ae1,ORD_SYR
AA,PHX,SLC,US,-112.01200103759766,33.43429946899414,US,-111.97799682617188,40.78839874267578,#00ffff,PHX_SLC
AA,MIA,XNA,US,-80.29060363769531,25.79319953918457,US,-94.306801,36.281898,#00ffff,MIA_XNA
UA,DEN,ABQ,US,-104.672996521,39.861698150635,US,-106.609001,35.040199,#426ae1,DEN_ABQ
DL,MSP,MLI,US,-93.221802,44.882,US,-90.50749969482422,41.44850158691406,#ff0000,MSP_MLI
UA,DEN,AMA,US,-104.672996521,39.861698150635,US,-101.706001,35.219398,#426ae1,DEN_AMA
AA,PHL,CHA,US,-75.24109649658203,39.87189865112305,US,-85.20379638671875,35.035301208496094,#00ffff,PHL_CHA
AA,BOS,JFK,US,-71.00520325,42.36429977,US,-73.7789,40.639801,#00ffff,BOS_JFK
DL,BOS,PHL,US,-71.00520325,42.36429977,US,-75.24109649658203,39.87189865112305,#ff0000,BOS_PHL
AA,DFW,SGF,US,-97.038002,32.896801,US,-93.38860321,37.24570084,#00ffff,DFW_SGF
DL,JFK,PHX,US,-73.7789,40.639801,US,-112.01200103759766,33.43429946899414,#ff0000,JFK_PHX
AA,LGA,RIC,US,-73.872597,40.777199,US,-77.3197021484375,37.50519943237305,#00ffff,LGA_RIC
UA,DEN,BFL,US,-104.672996521,39.861698150635,US,-119.0569992,35.43360138,#426ae1,DEN_BFL
UA,IAD,SYR,US,-77.45580292,38.94449997,US,-76.1063003540039,43.11119842529297,#426ae1,IAD_SYR
UA,EWR,MSN,US,-74.168701171875,40.692501068115234,US,-89.3375015258789,43.13990020751953,#426ae1,EWR_MSN
DL,ATL,MCI,US,-84.428101,33.6367,US,-94.713898,39.2976,#ff0000,ATL_MCI
UA,SFO,MRY,US,-122.375,37.61899948120117,US,-121.84300231933594,36.58700180053711,#426ae1,SFO_MRY
UA,ORD,XNA,US,-87.9048,41.9786,US,-94.306801,36.281898,#426ae1,ORD_XNA
DL,DTW,ALB,US,-83.35340118408203,42.212398529052734,US,-73.80169677734375,42.74829864501953,#ff0000,DTW_ALB
AA,CLT,FLO,US,-80.94309997558594,35.2140007019043,US,-79.7238998413086,34.18539810180664,#00ffff,CLT_FLO
UA,EWR,ROC,US,-74.168701171875,40.692501068115234,US,-77.67240142822266,43.118900299072266,#426ae1,EWR_ROC
AA,CLT,LGA,US,-80.94309997558594,35.2140007019043,US,-73.872597,40.777199,#00ffff,CLT_LGA
DL,DTW,EVV,US,-83.35340118408203,42.212398529052734,US,-87.5324020386,38.0369987488,#ff0000,DTW_EVV
DL,ATL,IND,US,-84.428101,33.6367,US,-86.294403,39.7173,#ff0000,ATL_IND
DL,ATL,CSG,US,-84.428101,33.6367,US,-84.93890380859375,32.516300201416016,#ff0000,ATL_CSG
DL,ATL,SAT,US,-84.428101,33.6367,US,-98.469803,29.533701,#ff0000,ATL_SAT
DL,ATL,JAN,US,-84.428101,33.6367,US,-90.0758972168,32.3111991882,#ff0000,ATL_JAN
AA,DFW,MCO,US,-97.038002,32.896801,US,-81.30899810791016,28.429399490356445,#00ffff,DFW_MCO
AA,DFW,TUS,US,-97.038002,32.896801,US,-110.938053,32.115004,#00ffff,DFW_TUS
UA,IAD,PHX,US,-77.45580292,38.94449997,US,-112.01200103759766,33.43429946899414,#426ae1,IAD_PHX
DL,MSP,GTF,US,-93.221802,44.882,US,-111.3710022,47.48199844,#ff0000,MSP_GTF
AA,CLT,OAJ,US,-80.94309997558594,35.2140007019043,US,-77.61209869380001,34.8292007446,#00ffff,CLT_OAJ
UA,IAH,SDF,US,-95.34140014648438,29.984399795532227,US,-85.736,38.1744,#426ae1,IAH_SDF
DL,ATL,CAE,US,-84.428101,33.6367,US,-81.11949920654297,33.93880081176758,#ff0000,ATL_CAE
DL,SLC,BOI,US,-111.97799682617188,40.78839874267578,US,-116.223,43.5644,#ff0000,SLC_BOI
UA,CLE,ORD,US,-81.8498001099,41.4117012024,US,-87.9048,41.9786,#426ae1,CLE_ORD
AA,ORD,CMH,US,-87.9048,41.9786,US,-82.891899,39.998001,#00ffff,ORD_CMH
DL,MSP,GEG,US,-93.221802,44.882,US,-117.53399658203125,47.61989974975586,#ff0000,MSP_GEG
DL,JFK,SEA,US,-73.7789,40.639801,US,-122.308998,47.449001,#ff0000,JFK_SEA
AA,CLT,AUS,US,-80.94309997558594,35.2140007019043,US,-97.6698989868164,30.194499969482422,#00ffff,CLT_AUS
AA,DFW,BZN,US,-97.038002,32.896801,US,-111.1529999,45.77750015,#00ffff,DFW_BZN
DL,MSP,SNA,US,-93.221802,44.882,US,-117.8679962,33.67570114,#ff0000,MSP_SNA
UA,ORD,SPI,US,-87.9048,41.9786,US,-89.67790222,39.84410095,#426ae1,ORD_SPI
DL,BOS,SFO,US,-71.00520325,42.36429977,US,-122.375,37.61899948120117,#ff0000,BOS_SFO
AA,ORD,DLH,US,-87.9048,41.9786,US,-92.19360351559999,46.8420982361,#00ffff,ORD_DLH
AA,PHL,BGR,US,-75.24109649658203,39.87189865112305,US,-68.8281021118164,44.80739974975586,#00ffff,PHL_BGR
AA,BOS,MDT,US,-71.00520325,42.36429977,US,-76.7633972168,40.1935005188,#00ffff,BOS_MDT
DL,LAX,OMA,US,-118.407997,33.942501,US,-95.894096,41.3032,#ff0000,LAX_OMA
AA,MIA,MSP,US,-80.29060363769531,25.79319953918457,US,-93.221802,44.882,#00ffff,MIA_MSP
DL,MSP,BZN,US,-93.221802,44.882,US,-111.1529999,45.77750015,#ff0000,MSP_BZN
DL,SLC,CDC,US,-111.97799682617188,40.78839874267578,US,-113.0989990234375,37.70100021362305,#ff0000,SLC_CDC
AA,ORD,SEA,US,-87.9048,41.9786,US,-122.308998,47.449001,#00ffff,ORD_SEA
DL,ATL,ATW,US,-84.428101,33.6367,US,-88.5190963745,44.258098602299995,#ff0000,ATL_ATW
DL,MSP,TYS,US,-93.221802,44.882,US,-83.9940033,35.81100082,#ff0000,MSP_TYS
AA,DFW,ACT,US,-97.038002,32.896801,US,-97.23049926757812,31.611299514770508,#00ffff,DFW_ACT
UA,DEN,EWR,US,-104.672996521,39.861698150635,US,-74.168701171875,40.692501068115234,#426ae1,DEN_EWR
AA,PHX,LGB,US,-112.01200103759766,33.43429946899414,US,-118.1520004,33.81769943,#00ffff,PHX_LGB
AA,DFW,RDU,US,-97.038002,32.896801,US,-78.7874984741211,35.877601623535156,#00ffff,DFW_RDU
AA,DFW,BWI,US,-97.038002,32.896801,US,-76.668297,39.1754,#00ffff,DFW_BWI
UA,ORD,CHO,US,-87.9048,41.9786,US,-78.4529037475586,38.13859939575195,#426ae1,ORD_CHO
AA,DCA,MHT,US,-77.037697,38.8521,US,-71.435699,42.932598,#00ffff,DCA_MHT
UA,ORD,ALB,US,-87.9048,41.9786,US,-73.80169677734375,42.74829864501953,#426ae1,ORD_ALB
DL,LGA,XNA,US,-73.872597,40.777199,US,-94.306801,36.281898,#ff0000,LGA_XNA
AA,LAX,ATL,US,-118.407997,33.942501,US,-84.428101,33.6367,#00ffff,LAX_ATL
AA,PHL,MLB,US,-75.24109649658203,39.87189865112305,US,-80.64530181884766,28.102800369262695,#00ffff,PHL_MLB
DL,LGA,DEN,US,-73.872597,40.777199,US,-104.672996521,39.861698150635,#ff0000,LGA_DEN
UA,IAH,BOI,US,-95.34140014648438,29.984399795532227,US,-116.223,43.5644,#426ae1,IAH_BOI
UA,IAH,OKC,US,-95.34140014648438,29.984399795532227,US,-97.60070037841797,35.39310073852539,#426ae1,IAH_OKC
DL,ATL,CLT,US,-84.428101,33.6367,US,-80.94309997558594,35.2140007019043,#ff0000,ATL_CLT
AA,ORD,FWA,US,-87.9048,41.9786,US,-85.19509888,40.97850037,#00ffff,ORD_FWA
DL,DTW,MSN,US,-83.35340118408203,42.212398529052734,US,-89.3375015258789,43.13990020751953,#ff0000,DTW_MSN
UA,HNL,IAD,US,-157.924228,21.32062,US,-77.45580292,38.94449997,#426ae1,HNL_IAD
UA,ORD,LIT,US,-87.9048,41.9786,US,-92.2242965698,34.729400634799994,#426ae1,ORD_LIT
DL,MSP,ABR,US,-93.221802,44.882,US,-98.42179870605469,45.449100494384766,#ff0000,MSP_ABR
UA,IAH,LGA,US,-95.34140014648438,29.984399795532227,US,-73.872597,40.777199,#426ae1,IAH_LGA
UA,ORD,SAV,US,-87.9048,41.9786,US,-81.20210266,32.12760162,#426ae1,ORD_SAV
UA,ORD,ASE,US,-87.9048,41.9786,US,-106.8690033,39.22320175,#426ae1,ORD_ASE
AA,DFW,GRR,US,-97.038002,32.896801,US,-85.52279663,42.88079834,#00ffff,DFW_GRR
UA,LAX,MSN,US,-118.407997,33.942501,US,-89.3375015258789,43.13990020751953,#426ae1,LAX_MSN
AA,LAX,ORD,US,-118.407997,33.942501,US,-87.9048,41.9786,#00ffff,LAX_ORD
