airline,A,B,country_A,lon_A,lat_A,country_B,lon_B,lat_B,color,AB
DL,SLC,FCA,US,-111.97799682617188,40.78839874267578,US,-114.25599670410156,48.31050109863281,#ff0000,SLC_FCA
DL,LAX,SAN,US,-118.407997,33.942501,US,-117.190002441,32.7336006165,#ff0000,LAX_SAN
UA,IAH,CMH,US,-95.34140014648438,29.984399795532227,US,-82.891899,39.998001,#426ae1,IAH_CMH
DL,ATL,GSO,US,-84.428101,33.6367,US,-79.93730163574219,36.097801208496094,#ff0000,ATL_GSO
DL,LGA,OMA,US,-73.872597,40.777199,US,-95.894096,41.3032,#ff0000,LGA_OMA
DL,DTW,HSV,US,-83.35340118408203,42.212398529052734,US,-86.775100708008,34.637199401855,#ff0000,DTW_HSV
DL,BOS,ORD,US,-71.00520325,42.36429977,US,-87.9048,41.9786,#ff0000,BOS_ORD
AA,DFW,MIA,US,-97.038002,32.896801,US,-80.29060363769531,25.79319953918457,#6cff7d,DFW_MIA
AA,DEN,MIA,US,-104.672996521,39.861698150635,US,-80.29060363769531,25.79319953918457,#6cff7d,DEN_MIA
DL,ATL,MEM,US,-84.428101,33.6367,US,-89.97669982910156,35.04240036010742,#ff0000,ATL_MEM
DL,ATL,SMF,US,-84.428101,33.6367,US,-121.59100341796875,38.69540023803711,#ff0000,ATL_SMF
