airline,A,B,lat_A,lon_A,country_A,lat_B,lon_B,country_B,color,AB
DL,LGA,BNA,40.7773,-73.8727,US,36.1245,-86.6782,US,#ffddad,LGA_BNA
DL,SLC,MKE,40.7884,-111.9778,US,42.9472,-87.8966,US,#6cff7d,SLC_MKE
DL,SLC,AUS,40.7884,-111.9778,US,30.195,-97.67,US,#6cff7d,SLC_AUS
DL,JFK,BTV,40.6397,-73.7789,US,44.4718,-73.1532,US,#00ffff,JFK_BTV
DL,ATL,SLC,33.6367,-84.4281,US,40.7884,-111.9778,US,white,ATL_SLC
DL,SLC,SGU,40.7884,-111.9778,US,37.0906,-113.5931,US,#6cff7d,SLC_SGU
DL,BOS,MKE,42.3643,-71.0052,US,42.9472,-87.8966,US,#ffff00,BOS_MKE
DL,LAX,DEN,33.9425,-118.4081,US,39.8617,-104.6732,US,#007f00,LAX_DEN
DL,LAX,SJC,33.9425,-118.4081,US,37.3627,-121.9291,US,#007f00,LAX_SJC
DL,LAS,SNA,36.0804,-115.1523,US,33.6756,-117.8682,US,gray,LAS_SNA
DL,MSP,BDL,44.882,-93.2218,US,41.9389,-72.6832,US,#fd68b3,MSP_BDL
DL,DTW,TYS,42.2124,-83.3534,US,35.8109,-83.994,US,#ffa500,DTW_TYS
DL,SLC,PIH,40.7884,-111.9778,US,42.9098,-112.5959,US,#6cff7d,SLC_PIH
DL,SEA,SFO,47.449,-122.3093,US,37.6189,-122.3749,US,#426ae1,SEA_SFO
DL,MSP,PHX,44.882,-93.2218,US,33.4342,-112.0115,US,#fd68b3,MSP_PHX
DL,ATL,VLD,33.6367,-84.4281,US,30.7825,-83.2767,US,#ff0000,ATL_VLD
DL,SEA,SAN,47.449,-122.3093,US,32.7336,-117.1897,US,#426ae1,SEA_SAN
DL,ATL,RST,33.6367,-84.4281,US,43.9083,-92.5,US,#ff0000,ATL_RST
DL,SLC,BNA,40.7884,-111.9778,US,36.1245,-86.6782,US,#6cff7d,SLC_BNA
DL,CVG,LAX,39.0488,-84.6678,US,33.9425,-118.4081,US,#007f00,CVG_LAX
DL,DTW,LSE,42.2124,-83.3534,US,43.8797,-91.2569,US,#ffa500,DTW_LSE
DL,DTW,BGM,42.2124,-83.3534,US,42.2087,-75.9731,US,#ffa500,DTW_BGM
DL,JFK,PIT,40.6397,-73.7789,US,40.4915,-80.2329,US,#00ffff,JFK_PIT
DL,LGA,RDU,40.7773,-73.8727,US,35.8777,-78.7875,US,#ffddad,LGA_RDU
DL,SLC,PDX,40.7884,-111.9778,US,45.5887,-122.5975,US,#6cff7d,SLC_PDX
DL,DTW,MBS,42.2124,-83.3534,US,43.5331,-84.0797,US,#ffa500,DTW_MBS
DL,MSP,INL,44.882,-93.2218,US,48.5662,-93.4031,US,#fd68b3,MSP_INL
DL,MSP,PHL,44.882,-93.2218,US,39.8719,-75.2411,US,#fd68b3,MSP_PHL
DL,DTW,GSP,42.2124,-83.3534,US,34.8956,-82.2188,US,#ffa500,DTW_GSP
DL,SLC,EUG,40.7884,-111.9778,US,44.1245,-123.212,US,#6cff7d,SLC_EUG
DL,JFK,CMH,40.6397,-73.7789,US,39.998,-82.8919,US,#00ffff,JFK_CMH
DL,ATL,SAT,33.6367,-84.4281,US,29.5337,-98.4698,US,#ff0000,ATL_SAT
DL,ATL,MDT,33.6367,-84.4281,US,40.1935,-76.7633,US,#ff0000,ATL_MDT
DL,MSP,TUL,44.882,-93.2218,US,36.1984,-95.8881,US,#fd68b3,MSP_TUL
DL,ATL,PHF,33.6367,-84.4281,US,37.1319,-76.493,US,#ff0000,ATL_PHF
DL,RDU,FLL,35.8777,-78.7875,US,26.0727,-80.1527,US,gray,RDU_FLL
DL,LAX,RDU,33.9425,-118.4081,US,35.8777,-78.7875,US,#007f00,LAX_RDU
DL,DTW,CID,42.2124,-83.3534,US,41.8847,-91.7108,US,#ffa500,DTW_CID
DL,DTW,PHX,42.2124,-83.3534,US,33.4342,-112.0115,US,#ffa500,DTW_PHX
DL,SLC,MSO,40.7884,-111.9778,US,46.9163,-114.0906,US,#6cff7d,SLC_MSO
DL,MSP,DEN,44.882,-93.2218,US,39.8617,-104.6732,US,#fd68b3,MSP_DEN
DL,ATL,HOU,33.6367,-84.4281,US,29.6454,-95.2789,US,#ff0000,ATL_HOU
DL,BOS,RDU,42.3643,-71.0052,US,35.8777,-78.7875,US,#ffff00,BOS_RDU
DL,DTW,PLN,42.2124,-83.3534,US,45.5709,-84.7967,US,#ffa500,DTW_PLN
DL,JFK,AUS,40.6397,-73.7789,US,30.195,-97.67,US,#00ffff,JFK_AUS
DL,SEA,SJC,47.449,-122.3093,US,37.3627,-121.9291,US,#426ae1,SEA_SJC
DL,DTW,ABE,42.2124,-83.3534,US,40.6521,-75.4408,US,#ffa500,DTW_ABE
DL,SLC,DSM,40.7884,-111.9778,US,41.5341,-93.6506,US,#6cff7d,SLC_DSM
DL,LGA,IAH,40.7773,-73.8727,US,29.9844,-95.3414,US,#ffddad,LGA_IAH
DL,DTW,SLC,42.2124,-83.3534,US,40.7884,-111.9778,US,white,DTW_SLC
DL,ATL,EWN,33.6367,-84.4281,US,35.0731,-77.0431,US,#ff0000,ATL_EWN
DL,LAX,BOI,33.9425,-118.4081,US,43.5644,-116.2228,US,#007f00,LAX_BOI
DL,ATL,ILM,33.6367,-84.4281,US,34.2706,-77.9025,US,#ff0000,ATL_ILM
DL,CVG,EWR,39.0488,-84.6678,US,40.6925,-74.1687,US,gray,CVG_EWR
DL,ATL,BWI,33.6367,-84.4281,US,39.1754,-76.6683,US,#ff0000,ATL_BWI
DL,RDU,SLC,35.8777,-78.7875,US,40.7884,-111.9778,US,#6cff7d,RDU_SLC
DL,DTW,IMT,42.2124,-83.3534,US,45.8184,-88.1145,US,#ffa500,DTW_IMT
DL,DTW,SFO,42.2124,-83.3534,US,37.6189,-122.3749,US,#ffa500,DTW_SFO
DL,DTW,MSY,42.2124,-83.3534,US,29.9934,-90.258,US,#ffa500,DTW_MSY
DL,ATL,BOS,33.6367,-84.4281,US,42.3643,-71.0052,US,white,ATL_BOS
DL,MSP,LSE,44.882,-93.2218,US,43.8797,-91.2569,US,#fd68b3,MSP_LSE
DL,SLC,HLN,40.7884,-111.9778,US,46.6067,-111.9827,US,#6cff7d,SLC_HLN
DL,ATL,MSP,33.6367,-84.4281,US,44.882,-93.2218,US,white,ATL_MSP
DL,CVG,SFO,39.0488,-84.6678,US,37.6189,-122.3749,US,gray,CVG_SFO
DL,ATL,RSW,33.6367,-84.4281,US,26.5362,-81.7552,US,#ff0000,ATL_RSW
DL,ATL,ORF,33.6367,-84.4281,US,36.8946,-76.2012,US,#ff0000,ATL_ORF
DL,JFK,FLL,40.6397,-73.7789,US,26.0727,-80.1527,US,#00ffff,JFK_FLL
DL,LGA,PWM,40.7773,-73.8727,US,43.6462,-70.3093,US,#ffddad,LGA_PWM
DL,DTW,LGA,42.2124,-83.3534,US,40.7773,-73.8727,US,white,DTW_LGA
DL,DTW,HSV,42.2124,-83.3534,US,34.6372,-86.7751,US,#ffa500,DTW_HSV
DL,JFK,BUF,40.6397,-73.7789,US,42.9405,-78.7322,US,#00ffff,JFK_BUF
DL,SLC,ASE,40.7884,-111.9778,US,39.2232,-106.8688,US,#6cff7d,SLC_ASE
DL,SLC,SAN,40.7884,-111.9778,US,32.7336,-117.1897,US,#6cff7d,SLC_SAN
DL,SLC,COS,40.7884,-111.9778,US,38.8058,-104.7002,US,#6cff7d,SLC_COS
DL,CVG,MCO,39.0488,-84.6678,US,28.4294,-81.309,US,gray,CVG_MCO
DL,ATL,TLH,33.6367,-84.4281,US,30.3965,-84.3503,US,#ff0000,ATL_TLH
DL,MCO,RDU,28.4294,-81.309,US,35.8777,-78.7875,US,gray,MCO_RDU
DL,MSP,IAD,44.882,-93.2218,US,38.9445,-77.4558,US,#fd68b3,MSP_IAD
DL,SLC,STL,40.7884,-111.9778,US,38.7487,-90.37,US,#6cff7d,SLC_STL
DL,CVG,SEA,39.0488,-84.6678,US,47.449,-122.3093,US,#426ae1,CVG_SEA
DL,DTW,IAD,42.2124,-83.3534,US,38.9445,-77.4558,US,#ffa500,DTW_IAD
DL,JFK,MSP,40.6397,-73.7789,US,44.882,-93.2218,US,white,JFK_MSP
DL,SLC,RAP,40.7884,-111.9778,US,44.0453,-103.0575,US,#6cff7d,SLC_RAP
DL,ATL,OMA,33.6367,-84.4281,US,41.3032,-95.8941,US,#ff0000,ATL_OMA
DL,MSP,PIT,44.882,-93.2218,US,40.4915,-80.2329,US,#fd68b3,MSP_PIT
DL,MSP,ORD,44.882,-93.2218,US,41.9786,-87.9048,US,#fd68b3,MSP_ORD
DL,LAX,SEA,33.9425,-118.4081,US,47.449,-122.3093,US,white,LAX_SEA
DL,LAX,SLC,33.9425,-118.4081,US,40.7884,-111.9778,US,white,LAX_SLC
DL,MSP,SNA,44.882,-93.2218,US,33.6756,-117.8682,US,#fd68b3,MSP_SNA
DL,ATL,ELP,33.6367,-84.4281,US,31.8067,-106.3778,US,#ff0000,ATL_ELP
DL,MSP,FWA,44.882,-93.2218,US,40.9785,-85.1951,US,#fd68b3,MSP_FWA
DL,DTW,PDX,42.2124,-83.3534,US,45.5887,-122.5975,US,#ffa500,DTW_PDX
DL,LGA,JAX,40.7773,-73.8727,US,30.4941,-81.6879,US,#ffddad,LGA_JAX
DL,SEA,BOI,47.449,-122.3093,US,43.5644,-116.2228,US,#426ae1,SEA_BOI
DL,SLC,BWI,40.7884,-111.9778,US,39.1754,-76.6683,US,#6cff7d,SLC_BWI
DL,LAX,PDX,33.9425,-118.4081,US,45.5887,-122.5975,US,#007f00,LAX_PDX
DL,ATL,MLB,33.6367,-84.4281,US,28.1027,-80.6295,US,#ff0000,ATL_MLB
DL,ATL,ABY,33.6367,-84.4281,US,31.5369,-84.1945,US,#ff0000,ATL_ABY
DL,MSP,TPA,44.882,-93.2218,US,27.9755,-82.5332,US,#fd68b3,MSP_TPA
DL,LGA,MCO,40.7773,-73.8727,US,28.4294,-81.309,US,#ffddad,LGA_MCO
DL,LAX,MEM,33.9425,-118.4081,US,35.0435,-89.9767,US,#007f00,LAX_MEM
DL,SLC,OAK,40.7884,-111.9778,US,37.7213,-122.2207,US,#6cff7d,SLC_OAK
DL,DTW,HPN,42.2124,-83.3534,US,41.067,-73.7076,US,#ffa500,DTW_HPN
DL,DCA,LAX,38.8521,-77.0377,US,33.9425,-118.4081,US,#007f00,DCA_LAX
DL,JFK,IAH,40.6397,-73.7789,US,29.9844,-95.3414,US,#00ffff,JFK_IAH
DL,DTW,ESC,42.2124,-83.3534,US,45.7227,-87.0937,US,#ffa500,DTW_ESC
DL,SEA,IND,47.449,-122.3093,US,39.7173,-86.2944,US,#426ae1,SEA_IND
DL,LAX,MCI,33.9425,-118.4081,US,39.2976,-94.7139,US,#007f00,LAX_MCI
DL,ATL,BMI,33.6367,-84.4281,US,40.4767,-88.9167,US,#ff0000,ATL_BMI
DL,RDU,SEA,35.8777,-78.7875,US,47.449,-122.3093,US,#426ae1,RDU_SEA
DL,MSP,FLL,44.882,-93.2218,US,26.0727,-80.1527,US,#fd68b3,MSP_FLL
DL,DTW,SAN,42.2124,-83.3534,US,32.7336,-117.1897,US,#ffa500,DTW_SAN
DL,DTW,CWA,42.2124,-83.3534,US,44.7776,-89.6668,US,#ffa500,DTW_CWA
DL,LGA,GSP,40.7773,-73.8727,US,34.8956,-82.2188,US,#ffddad,LGA_GSP
DL,DTW,MSP,42.2124,-83.3534,US,44.882,-93.2218,US,white,DTW_MSP
DL,SLC,BIL,40.7884,-111.9778,US,45.8077,-108.5429,US,#6cff7d,SLC_BIL
DL,MSP,DLH,44.882,-93.2218,US,46.8421,-92.1936,US,#fd68b3,MSP_DLH
DL,BOS,DCA,42.3643,-71.0052,US,38.8521,-77.0377,US,#ffff00,BOS_DCA
DL,LGA,DEN,40.7773,-73.8727,US,39.8617,-104.6732,US,#ffddad,LGA_DEN
DL,DTW,GRB,42.2124,-83.3534,US,44.4851,-88.1296,US,#ffa500,DTW_GRB
DL,BOS,SEA,42.3643,-71.0052,US,47.449,-122.3093,US,white,BOS_SEA
DL,ATL,AGS,33.6367,-84.4281,US,33.3367,-81.9645,US,#ff0000,ATL_AGS
DL,ATL,MEM,33.6367,-84.4281,US,35.0435,-89.9767,US,#ff0000,ATL_MEM
DL,LGA,CMH,40.7773,-73.8727,US,39.998,-82.8919,US,#ffddad,LGA_CMH
DL,ATL,FSD,33.6367,-84.4281,US,43.582,-96.7419,US,#ff0000,ATL_FSD
DL,ATL,IAD,33.6367,-84.4281,US,38.9445,-77.4558,US,#ff0000,ATL_IAD
DL,ATL,CLE,33.6367,-84.4281,US,41.4117,-81.8498,US,#ff0000,ATL_CLE
DL,MSP,MKE,44.882,-93.2218,US,42.9472,-87.8966,US,#fd68b3,MSP_MKE
DL,SLC,CLT,40.7884,-111.9778,US,35.214,-80.9431,US,#6cff7d,SLC_CLT
DL,LGA,LEX,40.7773,-73.8727,US,38.0365,-84.6059,US,#ffddad,LGA_LEX
DL,ATL,CAK,33.6367,-84.4281,US,40.916,-81.4421,US,#ff0000,ATL_CAK
DL,LAS,SAN,36.0804,-115.1523,US,32.7336,-117.1897,US,gray,LAS_SAN
DL,ATL,LNK,33.6367,-84.4281,US,40.851,-96.7592,US,#ff0000,ATL_LNK
DL,LGA,ROC,40.7773,-73.8727,US,43.1189,-77.6724,US,#ffddad,LGA_ROC
DL,MSP,PIA,44.882,-93.2218,US,40.6642,-89.6933,US,#fd68b3,MSP_PIA
DL,JFK,CLT,40.6397,-73.7789,US,35.214,-80.9431,US,#00ffff,JFK_CLT
DL,LGA,IND,40.7773,-73.8727,US,39.7173,-86.2944,US,#ffddad,LGA_IND
DL,ATL,JFK,33.6367,-84.4281,US,40.6397,-73.7789,US,white,ATL_JFK
DL,SLC,GEG,40.7884,-111.9778,US,47.6198,-117.5337,US,#6cff7d,SLC_GEG
DL,LGA,PBI,40.7773,-73.8727,US,26.6832,-80.0956,US,#ffddad,LGA_PBI
DL,ATL,LGA,33.6367,-84.4281,US,40.7773,-73.8727,US,white,ATL_LGA
DL,BOS,ORD,42.3643,-71.0052,US,41.9786,-87.9048,US,#ffff00,BOS_ORD
DL,RDU,DCA,35.8777,-78.7875,US,38.8521,-77.0377,US,gray,RDU_DCA
DL,SLC,GJT,40.7884,-111.9778,US,39.1224,-108.5267,US,#6cff7d,SLC_GJT
DL,ATL,MLI,33.6367,-84.4281,US,41.4485,-90.5075,US,#ff0000,ATL_MLI
DL,DCA,RDU,38.8521,-77.0377,US,35.8777,-78.7875,US,gray,DCA_RDU
DL,LAX,SMF,33.9425,-118.4081,US,38.6954,-121.5908,US,#007f00,LAX_SMF
DL,SLC,SFO,40.7884,-111.9778,US,37.6189,-122.3749,US,#6cff7d,SLC_SFO
DL,DTW,AVP,42.2124,-83.3534,US,41.3384,-75.7234,US,#ffa500,DTW_AVP
DL,ATL,MDW,33.6367,-84.4281,US,41.786,-87.7524,US,#ff0000,ATL_MDW
DL,SLC,EKO,40.7884,-111.9778,US,40.8249,-115.7917,US,#6cff7d,SLC_EKO
DL,CLE,LGA,41.4117,-81.8498,US,40.7773,-73.8727,US,#ffddad,CLE_LGA
DL,ATL,MLU,33.6367,-84.4281,US,32.5117,-92.0383,US,#ff0000,ATL_MLU
DL,SLC,OMA,40.7884,-111.9778,US,41.3032,-95.8941,US,#6cff7d,SLC_OMA
DL,JFK,BNA,40.6397,-73.7789,US,36.1245,-86.6782,US,#00ffff,JFK_BNA
DL,CLE,SLC,41.4117,-81.8498,US,40.7884,-111.9778,US,#6cff7d,CLE_SLC
DL,MSP,SDF,44.882,-93.2218,US,38.1744,-85.736,US,#fd68b3,MSP_SDF
DL,SLC,EWR,40.7884,-111.9778,US,40.6925,-74.1687,US,#6cff7d,SLC_EWR
DL,LAX,MSY,33.9425,-118.4081,US,29.9934,-90.258,US,#007f00,LAX_MSY
DL,JFK,ROC,40.6397,-73.7789,US,43.1189,-77.6724,US,#00ffff,JFK_ROC
DL,DTW,MDT,42.2124,-83.3534,US,40.1935,-76.7633,US,#ffa500,DTW_MDT
DL,DTW,BNA,42.2124,-83.3534,US,36.1245,-86.6782,US,#ffa500,DTW_BNA
DL,MSP,PDX,44.882,-93.2218,US,45.5887,-122.5975,US,#fd68b3,MSP_PDX
DL,ATL,CHO,33.6367,-84.4281,US,38.1386,-78.4529,US,#ff0000,ATL_CHO
DL,DTW,EWR,42.2124,-83.3534,US,40.6925,-74.1687,US,#ffa500,DTW_EWR
DL,BOS,BUF,42.3643,-71.0052,US,42.9405,-78.7322,US,#ffff00,BOS_BUF
DL,DTW,RDU,42.2124,-83.3534,US,35.8777,-78.7875,US,#ffa500,DTW_RDU
DL,RDU,BNA,35.8777,-78.7875,US,36.1245,-86.6782,US,gray,RDU_BNA
DL,MSP,MDW,44.882,-93.2218,US,41.786,-87.7524,US,#fd68b3,MSP_MDW
DL,DTW,PIT,42.2124,-83.3534,US,40.4915,-80.2329,US,#ffa500,DTW_PIT
DL,LGA,SRQ,40.7773,-73.8727,US,27.3954,-82.5543,US,#ffddad,LGA_SRQ
DL,ATL,SFO,33.6367,-84.4281,US,37.6189,-122.3749,US,#ff0000,ATL_SFO
DL,ATL,MSY,33.6367,-84.4281,US,29.9934,-90.258,US,#ff0000,ATL_MSY
DL,CVG,DEN,39.0488,-84.6678,US,39.8617,-104.6732,US,gray,CVG_DEN
DL,CVG,DFW,39.0488,-84.6678,US,32.8968,-97.038,US,gray,CVG_DFW
DL,ATL,CVG,33.6367,-84.4281,US,39.0488,-84.6678,US,#ff0000,ATL_CVG
DL,HNL,LAX,21.3187,-157.9224,US,33.9425,-118.4081,US,#007f00,HNL_LAX
DL,SEA,PHX,47.449,-122.3093,US,33.4342,-112.0115,US,#426ae1,SEA_PHX
DL,LGA,DCA,40.7773,-73.8727,US,38.8521,-77.0377,US,#ffddad,LGA_DCA
DL,LGA,CLT,40.7773,-73.8727,US,35.214,-80.9431,US,#ffddad,LGA_CLT
DL,BOS,PBI,42.3643,-71.0052,US,26.6832,-80.0956,US,#ffff00,BOS_PBI
DL,MSP,ANC,44.882,-93.2218,US,61.1744,-149.9964,US,#fd68b3,MSP_ANC
DL,MSP,BRD,44.882,-93.2218,US,46.3983,-94.1381,US,#fd68b3,MSP_BRD
DL,HNL,SEA,21.3187,-157.9224,US,47.449,-122.3093,US,#426ae1,HNL_SEA
DL,DTW,LEX,42.2124,-83.3534,US,38.0365,-84.6059,US,#ffa500,DTW_LEX
DL,SLC,SJC,40.7884,-111.9778,US,37.3627,-121.9291,US,#6cff7d,SLC_SJC
DL,SLC,TPA,40.7884,-111.9778,US,27.9755,-82.5332,US,#6cff7d,SLC_TPA
DL,MSP,STL,44.882,-93.2218,US,38.7487,-90.37,US,#fd68b3,MSP_STL
DL,MSP,MIA,44.882,-93.2218,US,25.7933,-80.2906,US,#fd68b3,MSP_MIA
DL,MSP,FAR,44.882,-93.2218,US,46.9207,-96.8158,US,#fd68b3,MSP_FAR
DL,LGA,CAE,40.7773,-73.8727,US,33.9387,-81.1195,US,#ffddad,LGA_CAE
DL,DTW,LAN,42.2124,-83.3534,US,42.7783,-84.5867,US,#ffa500,DTW_LAN
DL,LAX,GEG,33.9425,-118.4081,US,47.6198,-117.5337,US,#007f00,LAX_GEG
DL,DTW,CLT,42.2124,-83.3534,US,35.214,-80.9431,US,#ffa500,DTW_CLT
DL,DTW,MSN,42.2124,-83.3534,US,43.1399,-89.3375,US,#ffa500,DTW_MSN
DL,SLC,PHX,40.7884,-111.9778,US,33.4342,-112.0115,US,#6cff7d,SLC_PHX
DL,DTW,EVV,42.2124,-83.3534,US,38.037,-87.5324,US,#ffa500,DTW_EVV
DL,ATL,RIC,33.6367,-84.4281,US,37.5052,-77.3197,US,#ff0000,ATL_RIC
DL,CLE,MSP,41.4117,-81.8498,US,44.882,-93.2218,US,#fd68b3,CLE_MSP
DL,ATL,SNA,33.6367,-84.4281,US,33.6756,-117.8682,US,#ff0000,ATL_SNA
DL,DTW,BDL,42.2124,-83.3534,US,41.9389,-72.6832,US,#ffa500,DTW_BDL
DL,SLC,JAC,40.7884,-111.9778,US,43.6073,-110.7378,US,#6cff7d,SLC_JAC
DL,ATL,IND,33.6367,-84.4281,US,39.7173,-86.2944,US,#ff0000,ATL_IND
DL,JFK,SFO,40.6397,-73.7789,US,37.6189,-122.3749,US,#00ffff,JFK_SFO
DL,MSP,MCI,44.882,-93.2218,US,39.2976,-94.7139,US,#fd68b3,MSP_MCI
DL,ATL,CHS,33.6367,-84.4281,US,32.8986,-80.0405,US,#ff0000,ATL_CHS
DL,ATL,CMH,33.6367,-84.4281,US,39.998,-82.8919,US,#ff0000,ATL_CMH
DL,MSP,MLI,44.882,-93.2218,US,41.4485,-90.5075,US,#fd68b3,MSP_MLI
DL,MSP,DSM,44.882,-93.2218,US,41.5341,-93.6506,US,#fd68b3,MSP_DSM
DL,SEA,PDX,47.449,-122.3093,US,45.5887,-122.5975,US,#426ae1,SEA_PDX
DL,MSP,GRB,44.882,-93.2218,US,44.4851,-88.1296,US,#fd68b3,MSP_GRB
DL,DTW,JFK,42.2124,-83.3534,US,40.6397,-73.7789,US,white,DTW_JFK
DL,LAS,SJC,36.0804,-115.1523,US,37.3627,-121.9291,US,gray,LAS_SJC
