airline,A,B,lat_A,lon_A,country_A,lat_B,lon_B,country_B,color,AB
AA,CLT,HHH,35.214,-80.9431,US,32.2244,-80.6975,US,#ff0000,CLT_HHH
AA,CLT,PHF,35.214,-80.9431,US,37.1319,-76.493,US,#ff0000,CLT_PHF
AA,CLT,AGS,35.214,-80.9431,US,33.3367,-81.9645,US,#ff0000,CLT_AGS
AA,PHL,ATL,39.8719,-75.2411,US,33.6367,-84.4281,US,#fd68b3,PHL_ATL
AA,DEN,MIA,39.8617,-104.6732,US,25.7933,-80.2906,US,#6cff7d,DEN_MIA
AA,CLT,IND,35.214,-80.9431,US,39.7173,-86.2944,US,#ff0000,CLT_IND
AA,ORD,MCO,41.9786,-87.9048,US,28.4294,-81.309,US,#ffff00,ORD_MCO
AA,ORD,OMA,41.9786,-87.9048,US,41.3032,-95.8941,US,#ffff00,ORD_OMA
AA,CLT,ATL,35.214,-80.9431,US,33.6367,-84.4281,US,#ff0000,CLT_ATL
AA,BOS,JFK,42.3643,-71.0052,US,40.6397,-73.7789,US,gray,BOS_JFK
AA,DFW,ORF,32.8968,-97.038,US,36.8946,-76.2012,US,#ffa500,DFW_ORF
AA,LAX,RNO,33.9425,-118.4081,US,39.4991,-119.7681,US,#00ffff,LAX_RNO
AA,PHX,ROW,33.4342,-112.0115,US,33.3016,-104.5306,US,#426ae1,PHX_ROW
AA,ORD,CAK,41.9786,-87.9048,US,40.916,-81.4421,US,#ffff00,ORD_CAK
AA,DCA,EYW,38.8521,-77.0377,US,24.5562,-81.7595,US,#6cff7d,DCA_EYW
AA,PHL,IPT,39.8719,-75.2411,US,41.2418,-76.9211,US,#fd68b3,PHL_IPT
AA,PHL,TPA,39.8719,-75.2411,US,27.9755,-82.5332,US,#fd68b3,PHL_TPA
AA,DCA,ORF,38.8521,-77.0377,US,36.8946,-76.2012,US,#6cff7d,DCA_ORF
AA,PHX,MEM,33.4342,-112.0115,US,35.0435,-89.9767,US,#426ae1,PHX_MEM
AA,LGA,BNA,40.7773,-73.8727,US,36.1245,-86.6782,US,#426ae1,LGA_BNA
AA,DFW,SPS,32.8968,-97.038,US,33.9888,-98.4919,US,#ffa500,DFW_SPS
AA,BOS,PHL,42.3643,-71.0052,US,39.8719,-75.2411,US,#fd68b3,BOS_PHL
AA,LGA,ROA,40.7773,-73.8727,US,37.3255,-79.9754,US,#426ae1,LGA_ROA
AA,CLT,DSM,35.214,-80.9431,US,41.5341,-93.6506,US,#ff0000,CLT_DSM
AA,PHL,PVD,39.8719,-75.2411,US,41.724,-71.4282,US,#fd68b3,PHL_PVD
AA,CLT,SBY,35.214,-80.9431,US,38.34,-75.51,US,#ff0000,CLT_SBY
AA,DFW,CLE,32.8968,-97.038,US,41.4117,-81.8498,US,#ffa500,DFW_CLE
AA,ORD,FLL,41.9786,-87.9048,US,26.0727,-80.1527,US,#ffff00,ORD_FLL
AA,PHL,BTV,39.8719,-75.2411,US,44.4718,-73.1532,US,#fd68b3,PHL_BTV
AA,ORD,LSE,41.9786,-87.9048,US,43.8797,-91.2569,US,#ffff00,ORD_LSE
AA,ORD,TUL,41.9786,-87.9048,US,36.1984,-95.8881,US,#ffff00,ORD_TUL
AA,CLT,SYR,35.214,-80.9431,US,43.1112,-76.1063,US,#ff0000,CLT_SYR
AA,DCA,BNA,38.8521,-77.0377,US,36.1245,-86.6782,US,#6cff7d,DCA_BNA
AA,CLT,CRW,35.214,-80.9431,US,38.3732,-81.5932,US,#ff0000,CLT_CRW
AA,DFW,XNA,32.8968,-97.038,US,36.2819,-94.3068,US,#ffa500,DFW_XNA
AA,CLT,MGM,35.214,-80.9431,US,32.3006,-86.3939,US,#ff0000,CLT_MGM
AA,CLT,OMA,35.214,-80.9431,US,41.3032,-95.8941,US,#ff0000,CLT_OMA
AA,PHL,CMH,39.8719,-75.2411,US,39.998,-82.8919,US,#fd68b3,PHL_CMH
AA,ORD,GSP,41.9786,-87.9048,US,34.8956,-82.2188,US,#ffff00,ORD_GSP
AA,LAX,PDX,33.9425,-118.4081,US,45.5887,-122.5975,US,#00ffff,LAX_PDX
AA,CLT,JAN,35.214,-80.9431,US,32.3111,-90.0759,US,#ff0000,CLT_JAN
AA,DFW,MIA,32.8968,-97.038,US,25.7933,-80.2906,US,white,DFW_MIA
AA,DFW,SGU,32.8968,-97.038,US,37.0906,-113.5931,US,#ffa500,DFW_SGU
AA,PHX,SLC,33.4342,-112.0115,US,40.7884,-111.9778,US,#426ae1,PHX_SLC
AA,DFW,SAN,32.8968,-97.038,US,32.7336,-117.1897,US,#ffa500,DFW_SAN
AA,DFW,CID,32.8968,-97.038,US,41.8847,-91.7108,US,#ffa500,DFW_CID
AA,CLT,BWI,35.214,-80.9431,US,39.1754,-76.6683,US,#ff0000,CLT_BWI
AA,ORD,CID,41.9786,-87.9048,US,41.8847,-91.7108,US,#ffff00,ORD_CID
AA,ORD,FWA,41.9786,-87.9048,US,40.9785,-85.1951,US,#ffff00,ORD_FWA
AA,LGA,STL,40.7773,-73.8727,US,38.7487,-90.37,US,#426ae1,LGA_STL
AA,PHX,MKE,33.4342,-112.0115,US,42.9472,-87.8966,US,#426ae1,PHX_MKE
AA,PHL,ALB,39.8719,-75.2411,US,42.7483,-73.8017,US,#fd68b3,PHL_ALB
AA,DFW,BNA,32.8968,-97.038,US,36.1245,-86.6782,US,#ffa500,DFW_BNA
AA,LAX,TUL,33.9425,-118.4081,US,36.1984,-95.8881,US,#00ffff,LAX_TUL
AA,DCA,DSM,38.8521,-77.0377,US,41.5341,-93.6506,US,#6cff7d,DCA_DSM
AA,DFW,BOI,32.8968,-97.038,US,43.5644,-116.2228,US,#ffa500,DFW_BOI
AA,CLT,DFW,35.214,-80.9431,US,32.8968,-97.038,US,white,CLT_DFW
AA,ORD,HPN,41.9786,-87.9048,US,41.067,-73.7076,US,#ffff00,ORD_HPN
AA,DCA,CHS,38.8521,-77.0377,US,32.8986,-80.0405,US,#6cff7d,DCA_CHS
AA,ORD,SCE,41.9786,-87.9048,US,40.8493,-77.8487,US,#ffff00,ORD_SCE
AA,ORD,FSD,41.9786,-87.9048,US,43.582,-96.7419,US,#ffff00,ORD_FSD
AA,DCA,DFW,38.8521,-77.0377,US,32.8968,-97.038,US,white,DCA_DFW
AA,PHX,OAK,33.4342,-112.0115,US,37.7213,-122.2207,US,#426ae1,PHX_OAK
AA,LAX,LIH,33.9425,-118.4081,US,21.976,-159.339,US,#00ffff,LAX_LIH
AA,PHX,PSP,33.4342,-112.0115,US,33.8296,-116.5067,US,#426ae1,PHX_PSP
AA,LAX,PHX,33.9425,-118.4081,US,33.4342,-112.0115,US,white,LAX_PHX
AA,PHL,ORF,39.8719,-75.2411,US,36.8946,-76.2012,US,#fd68b3,PHL_ORF
AA,PHL,MEM,39.8719,-75.2411,US,35.0435,-89.9767,US,#fd68b3,PHL_MEM
AA,ORD,ABE,41.9786,-87.9048,US,40.6521,-75.4408,US,#ffff00,ORD_ABE
AA,DCA,ALB,38.8521,-77.0377,US,42.7483,-73.8017,US,#6cff7d,DCA_ALB
AA,DCA,SYR,38.8521,-77.0377,US,43.1112,-76.1063,US,#6cff7d,DCA_SYR
AA,PHX,BUR,33.4342,-112.0115,US,34.2006,-118.3587,US,#426ae1,PHX_BUR
AA,ORD,SUX,41.9786,-87.9048,US,42.4026,-96.3844,US,#ffff00,ORD_SUX
AA,DCA,CHA,38.8521,-77.0377,US,35.0353,-85.2038,US,#6cff7d,DCA_CHA
AA,DCA,PHX,38.8521,-77.0377,US,33.4342,-112.0115,US,white,DCA_PHX
AA,DCA,MSP,38.8521,-77.0377,US,44.882,-93.2218,US,#6cff7d,DCA_MSP
AA,PHL,BNA,39.8719,-75.2411,US,36.1245,-86.6782,US,#fd68b3,PHL_BNA
AA,CLT,IAD,35.214,-80.9431,US,38.9445,-77.4558,US,#ff0000,CLT_IAD
AA,CLT,CHO,35.214,-80.9431,US,38.1386,-78.4529,US,#ff0000,CLT_CHO
AA,PHL,SDF,39.8719,-75.2411,US,38.1744,-85.736,US,#fd68b3,PHL_SDF
AA,PHL,PHX,39.8719,-75.2411,US,33.4342,-112.0115,US,white,PHL_PHX
AA,BOS,LGA,42.3643,-71.0052,US,40.7773,-73.8727,US,#426ae1,BOS_LGA
AA,DFW,LCH,32.8968,-97.038,US,30.1261,-93.2234,US,#ffa500,DFW_LCH
AA,CLT,AUS,35.214,-80.9431,US,30.195,-97.67,US,#ff0000,CLT_AUS
AA,DFW,GSP,32.8968,-97.038,US,34.8956,-82.2188,US,#ffa500,DFW_GSP
AA,CLT,PBI,35.214,-80.9431,US,26.6832,-80.0956,US,#ff0000,CLT_PBI
AA,DFW,GNV,32.8968,-97.038,US,29.69,-82.2719,US,#ffa500,DFW_GNV
AA,CLT,OKC,35.214,-80.9431,US,35.3931,-97.6007,US,#ff0000,CLT_OKC
AA,ORD,MHK,41.9786,-87.9048,US,39.1412,-96.6708,US,#ffff00,ORD_MHK
AA,PHL,ITH,39.8719,-75.2411,US,42.4911,-76.4586,US,#fd68b3,PHL_ITH
AA,LAX,IND,33.9425,-118.4081,US,39.7173,-86.2944,US,#00ffff,LAX_IND
AA,ORD,DBQ,41.9786,-87.9048,US,42.402,-90.7095,US,#ffff00,ORD_DBQ
AA,DCA,DAY,38.8521,-77.0377,US,39.9024,-84.2194,US,#6cff7d,DCA_DAY
AA,JFK,LAX,40.6397,-73.7789,US,33.9425,-118.4081,US,#00ffff,JFK_LAX
AA,PHX,MSP,33.4342,-112.0115,US,44.882,-93.2218,US,#426ae1,PHX_MSP
AA,DFW,HRL,32.8968,-97.038,US,26.2285,-97.6544,US,#ffa500,DFW_HRL
AA,MIA,CVG,25.7933,-80.2906,US,39.0488,-84.6678,US,#6cff7d,MIA_CVG
AA,CLT,TPA,35.214,-80.9431,US,27.9755,-82.5332,US,#ff0000,CLT_TPA
AA,ORD,MHT,41.9786,-87.9048,US,42.9326,-71.4357,US,#ffff00,ORD_MHT
AA,JFK,SAN,40.6397,-73.7789,US,32.7336,-117.1897,US,gray,JFK_SAN
AA,DCA,LAN,38.8521,-77.0377,US,42.7783,-84.5867,US,#6cff7d,DCA_LAN
AA,PHL,GRR,39.8719,-75.2411,US,42.8808,-85.5228,US,#fd68b3,PHL_GRR
AA,DFW,BMI,32.8968,-97.038,US,40.4767,-88.9167,US,#ffa500,DFW_BMI
AA,CLT,FLO,35.214,-80.9431,US,34.1854,-79.7239,US,#ff0000,CLT_FLO
AA,ORD,LEX,41.9786,-87.9048,US,38.0365,-84.6059,US,#ffff00,ORD_LEX
AA,CLT,TOL,35.214,-80.9431,US,41.5868,-83.8078,US,#ff0000,CLT_TOL
AA,ORD,SAT,41.9786,-87.9048,US,29.5337,-98.4698,US,#ffff00,ORD_SAT
AA,ORD,BDL,41.9786,-87.9048,US,41.9389,-72.6832,US,#ffff00,ORD_BDL
AA,DFW,BPT,32.8968,-97.038,US,29.9508,-94.0207,US,#ffa500,DFW_BPT
AA,MIA,OMA,25.7933,-80.2906,US,41.3032,-95.8941,US,#6cff7d,MIA_OMA
AA,CLT,SDF,35.214,-80.9431,US,38.1744,-85.736,US,#ff0000,CLT_SDF
AA,DCA,BGR,38.8521,-77.0377,US,44.8074,-68.8281,US,#6cff7d,DCA_BGR
AA,JFK,SAT,40.6397,-73.7789,US,29.5337,-98.4698,US,gray,JFK_SAT
AA,CLT,GNV,35.214,-80.9431,US,29.69,-82.2719,US,#ff0000,CLT_GNV
AA,CLT,PWM,35.214,-80.9431,US,43.6462,-70.3093,US,#ff0000,CLT_PWM
AA,CLT,BUF,35.214,-80.9431,US,42.9405,-78.7322,US,#ff0000,CLT_BUF
AA,DFW,SAT,32.8968,-97.038,US,29.5337,-98.4698,US,#ffa500,DFW_SAT
AA,ORD,MEI,41.9786,-87.9048,US,32.3326,-88.7518,US,#ffff00,ORD_MEI
AA,CLT,MDT,35.214,-80.9431,US,40.1935,-76.7633,US,#ff0000,CLT_MDT
AA,ORD,XNA,41.9786,-87.9048,US,36.2819,-94.3068,US,#ffff00,ORD_XNA
AA,PHL,DTW,39.8719,-75.2411,US,42.2124,-83.3534,US,#fd68b3,PHL_DTW
AA,DFW,CMI,32.8968,-97.038,US,40.0393,-88.2781,US,#ffa500,DFW_CMI
AA,MIA,MEM,25.7933,-80.2906,US,35.0435,-89.9767,US,#6cff7d,MIA_MEM
AA,CLT,SGF,35.214,-80.9431,US,37.2443,-93.3886,US,#ff0000,CLT_SGF
AA,CLT,SAN,35.214,-80.9431,US,32.7336,-117.1897,US,#ff0000,CLT_SAN
AA,JFK,CMH,40.6397,-73.7789,US,39.998,-82.8919,US,gray,JFK_CMH
AA,DFW,FLL,32.8968,-97.038,US,26.0727,-80.1527,US,#ffa500,DFW_FLL
AA,DFW,SPI,32.8968,-97.038,US,39.844,-89.6778,US,#ffa500,DFW_SPI
AA,PHL,MCI,39.8719,-75.2411,US,39.2976,-94.7139,US,#fd68b3,PHL_MCI
AA,PHX,LGB,33.4342,-112.0115,US,33.8177,-118.1516,US,#426ae1,PHX_LGB
AA,CLT,MCO,35.214,-80.9431,US,28.4294,-81.309,US,#ff0000,CLT_MCO
AA,DCA,LAS,38.8521,-77.0377,US,36.0804,-115.1523,US,#6cff7d,DCA_LAS
AA,CLT,JAX,35.214,-80.9431,US,30.4941,-81.6879,US,#ff0000,CLT_JAX
AA,DFW,MLI,32.8968,-97.038,US,41.4485,-90.5075,US,#ffa500,DFW_MLI
AA,DFW,CMH,32.8968,-97.038,US,39.998,-82.8919,US,#ffa500,DFW_CMH
AA,CLT,ALB,35.214,-80.9431,US,42.7483,-73.8017,US,#ff0000,CLT_ALB
AA,LGA,PHL,40.7773,-73.8727,US,39.8719,-75.2411,US,white,LGA_PHL
AA,DFW,BRO,32.8968,-97.038,US,25.9068,-97.4259,US,#ffa500,DFW_BRO
AA,PHX,SBA,33.4342,-112.0115,US,34.425,-119.84,US,#426ae1,PHX_SBA
AA,BOS,LAX,42.3643,-71.0052,US,33.9425,-118.4081,US,#00ffff,BOS_LAX
AA,PHL,BUF,39.8719,-75.2411,US,42.9405,-78.7322,US,#fd68b3,PHL_BUF
AA,MIA,PNS,25.7933,-80.2906,US,30.4734,-87.1864,US,#6cff7d,MIA_PNS
AA,ORD,SAN,41.9786,-87.9048,US,32.7336,-117.1897,US,#ffff00,ORD_SAN
AA,ORD,BUF,41.9786,-87.9048,US,42.9405,-78.7322,US,#ffff00,ORD_BUF
AA,DFW,GRI,32.8968,-97.038,US,40.9675,-98.3096,US,#ffa500,DFW_GRI
AA,DFW,HDN,32.8968,-97.038,US,40.5203,-107.3047,US,#ffa500,DFW_HDN
AA,ORD,FAR,41.9786,-87.9048,US,46.9207,-96.8158,US,#ffff00,ORD_FAR
AA,ORD,MCI,41.9786,-87.9048,US,39.2976,-94.7139,US,#ffff00,ORD_MCI
AA,PHL,FLL,39.8719,-75.2411,US,26.0727,-80.1527,US,#fd68b3,PHL_FLL
AA,ORD,SYR,41.9786,-87.9048,US,43.1112,-76.1063,US,#ffff00,ORD_SYR
AA,DFW,MCI,32.8968,-97.038,US,39.2976,-94.7139,US,#ffa500,DFW_MCI
AA,PHX,MCI,33.4342,-112.0115,US,39.2976,-94.7139,US,#426ae1,PHX_MCI
AA,MIA,GSO,25.7933,-80.2906,US,36.0977,-79.9373,US,#6cff7d,MIA_GSO
AA,PHL,AVP,39.8719,-75.2411,US,41.3384,-75.7234,US,#fd68b3,PHL_AVP
AA,CLT,HPN,35.214,-80.9431,US,41.067,-73.7076,US,#ff0000,CLT_HPN
AA,ORD,SFO,41.9786,-87.9048,US,37.6189,-122.3749,US,#ffff00,ORD_SFO
AA,DFW,MEI,32.8968,-97.038,US,32.3326,-88.7518,US,#ffa500,DFW_MEI
AA,MIA,CAE,25.7933,-80.2906,US,33.9387,-81.1195,US,#6cff7d,MIA_CAE
AA,DFW,IAD,32.8968,-97.038,US,38.9445,-77.4558,US,#ffa500,DFW_IAD
AA,DEN,ORD,39.8617,-104.6732,US,41.9786,-87.9048,US,#ffff00,DEN_ORD
AA,CLT,CMH,35.214,-80.9431,US,39.998,-82.8919,US,#ff0000,CLT_CMH
AA,ORD,MKE,41.9786,-87.9048,US,42.9472,-87.8966,US,#ffff00,ORD_MKE
AA,MIA,JAX,25.7933,-80.2906,US,30.4941,-81.6879,US,#6cff7d,MIA_JAX
AA,DCA,TLH,38.8521,-77.0377,US,30.3965,-84.3503,US,#6cff7d,DCA_TLH
AA,DFW,TUL,32.8968,-97.038,US,36.1984,-95.8881,US,#ffa500,DFW_TUL
AA,BOS,ORD,42.3643,-71.0052,US,41.9786,-87.9048,US,#ffff00,BOS_ORD
AA,MIA,OKC,25.7933,-80.2906,US,35.3931,-97.6007,US,#6cff7d,MIA_OKC
AA,ORD,MLI,41.9786,-87.9048,US,41.4485,-90.5075,US,#ffff00,ORD_MLI
AA,DFW,CHS,32.8968,-97.038,US,32.8986,-80.0405,US,#ffa500,DFW_CHS
AA,PHX,EUG,33.4342,-112.0115,US,44.1245,-123.212,US,#426ae1,PHX_EUG
AA,DFW,SWO,32.8968,-97.038,US,36.094,-97.0508,US,#ffa500,DFW_SWO
AA,LAX,ABQ,33.9425,-118.4081,US,35.0402,-106.6092,US,#00ffff,LAX_ABQ
AA,DCA,LAX,38.8521,-77.0377,US,33.9425,-118.4081,US,white,DCA_LAX
AA,ORD,IAH,41.9786,-87.9048,US,29.9844,-95.3414,US,#ffff00,ORD_IAH
AA,MIA,GRR,25.7933,-80.2906,US,42.8808,-85.5228,US,#6cff7d,MIA_GRR
AA,PHL,MDT,39.8719,-75.2411,US,40.1935,-76.7633,US,#fd68b3,PHL_MDT
AA,LAX,LAS,33.9425,-118.4081,US,36.0804,-115.1523,US,#00ffff,LAX_LAS
AA,DCA,CAE,38.8521,-77.0377,US,33.9387,-81.1195,US,#6cff7d,DCA_CAE
AA,LGA,CLE,40.7773,-73.8727,US,41.4117,-81.8498,US,#426ae1,LGA_CLE
AA,CLT,TUL,35.214,-80.9431,US,36.1984,-95.8881,US,#ff0000,CLT_TUL
AA,ORD,LIT,41.9786,-87.9048,US,34.7294,-92.2242,US,#ffff00,ORD_LIT
AA,ORD,PDX,41.9786,-87.9048,US,45.5887,-122.5975,US,#ffff00,ORD_PDX
AA,LAX,MCO,33.9425,-118.4081,US,28.4294,-81.309,US,#00ffff,LAX_MCO
AA,DFW,MSN,32.8968,-97.038,US,43.1399,-89.3375,US,#ffa500,DFW_MSN
AA,MIA,AUS,25.7933,-80.2906,US,30.195,-97.67,US,#6cff7d,MIA_AUS
AA,ORD,RIC,41.9786,-87.9048,US,37.5052,-77.3197,US,#ffff00,ORD_RIC
AA,JFK,PHX,40.6397,-73.7789,US,33.4342,-112.0115,US,#426ae1,JFK_PHX
AA,PHL,ABE,39.8719,-75.2411,US,40.6521,-75.4408,US,#fd68b3,PHL_ABE
AA,LAX,SAT,33.9425,-118.4081,US,29.5337,-98.4698,US,#00ffff,LAX_SAT
AA,DFW,BDL,32.8968,-97.038,US,41.9389,-72.6832,US,#ffa500,DFW_BDL
AA,LAX,OGG,33.9425,-118.4081,US,20.8987,-156.4305,US,#00ffff,LAX_OGG
AA,DFW,YUM,32.8968,-97.038,US,32.6566,-114.606,US,#ffa500,DFW_YUM
AA,PHX,MAF,33.4342,-112.0115,US,31.9425,-102.202,US,#426ae1,PHX_MAF
AA,PHL,CHO,39.8719,-75.2411,US,38.1386,-78.4529,US,#fd68b3,PHL_CHO
AA,PHX,BFL,33.4342,-112.0115,US,35.4333,-119.0567,US,#426ae1,PHX_BFL
AA,DFW,AGS,32.8968,-97.038,US,33.3367,-81.9645,US,#ffa500,DFW_AGS
AA,ORD,RDU,41.9786,-87.9048,US,35.8777,-78.7875,US,#ffff00,ORD_RDU
AA,ORD,DLH,41.9786,-87.9048,US,46.8421,-92.1936,US,#ffff00,ORD_DLH
AA,CLT,MYR,35.214,-80.9431,US,33.6797,-78.9283,US,#ff0000,CLT_MYR
AA,DFW,GCK,32.8968,-97.038,US,37.9275,-100.7243,US,#ffa500,DFW_GCK
AA,PHL,AVL,39.8719,-75.2411,US,35.4367,-82.5417,US,#fd68b3,PHL_AVL
AA,PHL,SAN,39.8719,-75.2411,US,32.7336,-117.1897,US,#fd68b3,PHL_SAN
AA,LAX,STL,33.9425,-118.4081,US,38.7487,-90.37,US,#00ffff,LAX_STL
AA,CLT,JFK,35.214,-80.9431,US,40.6397,-73.7789,US,#ff0000,CLT_JFK
AA,CLT,PVD,35.214,-80.9431,US,41.724,-71.4282,US,#ff0000,CLT_PVD
AA,ORD,SJC,41.9786,-87.9048,US,37.3627,-121.9291,US,#ffff00,ORD_SJC
AA,PHX,OMA,33.4342,-112.0115,US,41.3032,-95.8941,US,#426ae1,PHX_OMA
AA,DFW,ROW,32.8968,-97.038,US,33.3016,-104.5306,US,#ffa500,DFW_ROW
AA,ORD,ROC,41.9786,-87.9048,US,43.1189,-77.6724,US,#ffff00,ORD_ROC
AA,ORD,JAX,41.9786,-87.9048,US,30.4941,-81.6879,US,#ffff00,ORD_JAX
AA,CLT,ROC,35.214,-80.9431,US,43.1189,-77.6724,US,#ff0000,CLT_ROC
AA,PHX,IAH,33.4342,-112.0115,US,29.9844,-95.3414,US,#426ae1,PHX_IAH
AA,ORD,FNT,41.9786,-87.9048,US,42.9654,-83.7436,US,#ffff00,ORD_FNT
