airline,A,B,lat_A,lon_A,country_A,lat_B,lon_B,country_B,color,AB
UA,DEN,JAC,39.8617,-104.6732,US,43.6073,-110.7378,US,#426ae1,DEN_JAC
AA,PHL,CAK,39.8719,-75.2411,US,40.916,-81.4421,US,#00ffff,PHL_CAK
DL,ATL,JAN,33.6367,-84.4281,US,32.3111,-90.0759,US,#ff0000,ATL_JAN
UA,IAD,OGS,38.9445,-77.4558,US,44.6819,-75.4656,US,#426ae1,IAD_OGS
UA,EWR,SAV,40.6925,-74.1687,US,32.1277,-81.2021,US,#426ae1,EWR_SAV
DL,LAX,TUS,33.9425,-118.4081,US,32.1161,-110.941,US,#ff0000,LAX_TUS
AA,ORD,MHT,41.9786,-87.9048,US,42.9326,-71.4357,US,#00ffff,ORD_MHT
UA,IAH,BTR,29.9844,-95.3414,US,30.5331,-91.1496,US,#426ae1,IAH_BTR
AA,CLT,ILM,35.214,-80.9431,US,34.2706,-77.9025,US,#00ffff,CLT_ILM
UA,EWR,RDU,40.6925,-74.1687,US,35.8777,-78.7875,US,#426ae1,EWR_RDU
DL,SEA,MFR,47.449,-122.3093,US,42.3742,-122.8734,US,#ff0000,SEA_MFR
DL,JFK,LAS,40.6397,-73.7789,US,36.0804,-115.1523,US,#ff0000,JFK_LAS
DL,JFK,PBI,40.6397,-73.7789,US,26.6832,-80.0956,US,#ff0000,JFK_PBI
AA,BOS,JFK,42.3643,-71.0052,US,40.6397,-73.7789,US,#00ffff,BOS_JFK
UA,DEN,MEM,39.8617,-104.6732,US,35.0435,-89.9767,US,#426ae1,DEN_MEM
DL,ATL,AVP,33.6367,-84.4281,US,41.3384,-75.7234,US,#ff0000,ATL_AVP
UA,IAH,GRR,29.9844,-95.3414,US,42.8808,-85.5228,US,#426ae1,IAH_GRR
AA,CLT,HHH,35.214,-80.9431,US,32.2244,-80.6975,US,#00ffff,CLT_HHH
DL,RDU,CMH,35.8777,-78.7875,US,39.998,-82.8919,US,#ff0000,RDU_CMH
AA,PHX,ASE,33.4342,-112.0115,US,39.2232,-106.8688,US,#00ffff,PHX_ASE
UA,IAD,PDX,38.9445,-77.4558,US,45.5887,-122.5975,US,#426ae1,IAD_PDX
AA,DFW,BUF,32.8968,-97.038,US,42.9405,-78.7322,US,#00ffff,DFW_BUF
UA,DEN,BUR,39.8617,-104.6732,US,34.2006,-118.3587,US,#426ae1,DEN_BUR
AA,DFW,SPS,32.8968,-97.038,US,33.9888,-98.4919,US,#00ffff,DFW_SPS
DL,JFK,SAT,40.6397,-73.7789,US,29.5337,-98.4698,US,#ff0000,JFK_SAT
UA,HNL,SFO,21.3187,-157.9224,US,37.6189,-122.3749,US,#426ae1,HNL_SFO
UA,ORD,CWA,41.9786,-87.9048,US,44.7776,-89.6668,US,#426ae1,ORD_CWA
AA,MIA,XNA,25.7933,-80.2906,US,36.2819,-94.3068,US,#00ffff,MIA_XNA
UA,IAD,MDT,38.9445,-77.4558,US,40.1935,-76.7633,US,#426ae1,IAD_MDT
UA,SFO,GEG,37.6189,-122.3749,US,47.6198,-117.5337,US,#426ae1,SFO_GEG
AA,PHX,OKC,33.4342,-112.0115,US,35.3931,-97.6007,US,#00ffff,PHX_OKC
AA,DCA,DFW,38.8521,-77.0377,US,32.8968,-97.038,US,#00ffff,DCA_DFW
UA,DEN,LBB,39.8617,-104.6732,US,33.6633,-101.8233,US,#426ae1,DEN_LBB
UA,ORD,DEC,41.9786,-87.9048,US,39.8347,-88.8663,US,#426ae1,ORD_DEC
AA,ORD,SNA,41.9786,-87.9048,US,33.6756,-117.8682,US,#00ffff,ORD_SNA
UA,SFO,SNA,37.6189,-122.3749,US,33.6756,-117.8682,US,#426ae1,SFO_SNA
DL,ATL,CSG,33.6367,-84.4281,US,32.5163,-84.9389,US,#ff0000,ATL_CSG
AA,DFW,DAY,32.8968,-97.038,US,39.9024,-84.2194,US,#00ffff,DFW_DAY
AA,DFW,BTR,32.8968,-97.038,US,30.5331,-91.1496,US,#00ffff,DFW_BTR
UA,ORD,FAR,41.9786,-87.9048,US,46.9207,-96.8158,US,#426ae1,ORD_FAR
UA,IAD,HSV,38.9445,-77.4558,US,34.6372,-86.7751,US,#426ae1,IAD_HSV
AA,CLT,MSN,35.214,-80.9431,US,43.1399,-89.3375,US,#00ffff,CLT_MSN
DL,ATL,MGM,33.6367,-84.4281,US,32.3006,-86.3939,US,#ff0000,ATL_MGM
DL,DTW,DCA,42.2124,-83.3534,US,38.8521,-77.0377,US,#ff0000,DTW_DCA
AA,DCA,AGS,38.8521,-77.0377,US,33.3367,-81.9645,US,#00ffff,DCA_AGS
DL,LAS,MSP,36.0804,-115.1523,US,44.882,-93.2218,US,#ff0000,LAS_MSP
AA,PHL,DTW,39.8719,-75.2411,US,42.2124,-83.3534,US,#00ffff,PHL_DTW
AA,DFW,IAD,32.8968,-97.038,US,38.9445,-77.4558,US,#00ffff,DFW_IAD
AA,LAX,PHL,33.9425,-118.4081,US,39.8719,-75.2411,US,#00ffff,LAX_PHL
AA,DFW,AGS,32.8968,-97.038,US,33.3367,-81.9645,US,#00ffff,DFW_AGS
AA,DFW,YUM,32.8968,-97.038,US,32.6566,-114.606,US,#00ffff,DFW_YUM
AA,PHX,FSD,33.4342,-112.0115,US,43.582,-96.7419,US,#00ffff,PHX_FSD
AA,MIA,MCO,25.7933,-80.2906,US,28.4294,-81.309,US,#00ffff,MIA_MCO
UA,IAD,JAX,38.9445,-77.4558,US,30.4941,-81.6879,US,#426ae1,IAD_JAX
AA,ORD,SLC,41.9786,-87.9048,US,40.7884,-111.9778,US,#00ffff,ORD_SLC
AA,DFW,ASE,32.8968,-97.038,US,39.2232,-106.8688,US,#00ffff,DFW_ASE
DL,LAX,TPA,33.9425,-118.4081,US,27.9755,-82.5332,US,#ff0000,LAX_TPA
AA,DFW,TUL,32.8968,-97.038,US,36.1984,-95.8881,US,#00ffff,DFW_TUL
DL,MSP,EWR,44.882,-93.2218,US,40.6925,-74.1687,US,#ff0000,MSP_EWR
AA,ORD,AZO,41.9786,-87.9048,US,42.2349,-85.5521,US,#00ffff,ORD_AZO
UA,DEN,RIW,39.8617,-104.6732,US,43.0642,-108.4598,US,#426ae1,DEN_RIW
UA,ORD,SHD,41.9786,-87.9048,US,38.2638,-78.8964,US,#426ae1,ORD_SHD
AA,CLT,FNT,35.214,-80.9431,US,42.9654,-83.7436,US,#00ffff,CLT_FNT
AA,DCA,STL,38.8521,-77.0377,US,38.7487,-90.37,US,#00ffff,DCA_STL
AA,DFW,SNA,32.8968,-97.038,US,33.6756,-117.8682,US,#00ffff,DFW_SNA
DL,SEA,PSC,47.449,-122.3093,US,46.2646,-119.119,US,#ff0000,SEA_PSC
UA,EWR,BNA,40.6925,-74.1687,US,36.1245,-86.6782,US,#426ae1,EWR_BNA
DL,ATL,VPS,33.6367,-84.4281,US,30.4833,-86.5253,US,#ff0000,ATL_VPS
DL,LGA,SDF,40.7773,-73.8727,US,38.1744,-85.736,US,#ff0000,LGA_SDF
UA,IAD,LWB,38.9445,-77.4558,US,37.8583,-80.3995,US,#426ae1,IAD_LWB
UA,IAH,LGA,29.9844,-95.3414,US,40.7773,-73.8727,US,#426ae1,IAH_LGA
UA,SFO,PHL,37.6189,-122.3749,US,39.8719,-75.2411,US,#426ae1,SFO_PHL
UA,EWR,CVG,40.6925,-74.1687,US,39.0488,-84.6678,US,#426ae1,EWR_CVG
UA,DEN,AUS,39.8617,-104.6732,US,30.195,-97.67,US,#426ae1,DEN_AUS
DL,CVG,BDL,39.0488,-84.6678,US,41.9389,-72.6832,US,#ff0000,CVG_BDL
UA,EWR,SYR,40.6925,-74.1687,US,43.1112,-76.1063,US,#426ae1,EWR_SYR
DL,ATL,BTV,33.6367,-84.4281,US,44.4718,-73.1532,US,#ff0000,ATL_BTV
AA,ORD,MKE,41.9786,-87.9048,US,42.9472,-87.8966,US,#00ffff,ORD_MKE
UA,ORD,SMF,41.9786,-87.9048,US,38.6954,-121.5908,US,#426ae1,ORD_SMF
DL,MSP,MLI,44.882,-93.2218,US,41.4485,-90.5075,US,#ff0000,MSP_MLI
DL,MSP,PDX,44.882,-93.2218,US,45.5887,-122.5975,US,#ff0000,MSP_PDX
AA,DCA,JAX,38.8521,-77.0377,US,30.4941,-81.6879,US,#00ffff,DCA_JAX
DL,SLC,PHX,40.7884,-111.9778,US,33.4342,-112.0115,US,#ff0000,SLC_PHX
UA,ORD,PVD,41.9786,-87.9048,US,41.724,-71.4282,US,#426ae1,ORD_PVD
AA,CLT,GNV,35.214,-80.9431,US,29.69,-82.2719,US,#00ffff,CLT_GNV
DL,ATL,SMF,33.6367,-84.4281,US,38.6954,-121.5908,US,#ff0000,ATL_SMF
DL,ATL,GNV,33.6367,-84.4281,US,29.69,-82.2719,US,#ff0000,ATL_GNV
AA,DCA,MCO,38.8521,-77.0377,US,28.4294,-81.309,US,#00ffff,DCA_MCO
DL,MSP,BNA,44.882,-93.2218,US,36.1245,-86.6782,US,#ff0000,MSP_BNA
DL,SLC,PIT,40.7884,-111.9778,US,40.4915,-80.2329,US,#ff0000,SLC_PIT
DL,JFK,ROC,40.6397,-73.7789,US,43.1189,-77.6724,US,#ff0000,JFK_ROC
AA,DFW,MSP,32.8968,-97.038,US,44.882,-93.2218,US,#00ffff,DFW_MSP
AA,DFW,TPA,32.8968,-97.038,US,27.9755,-82.5332,US,#00ffff,DFW_TPA
UA,ORD,PHL,41.9786,-87.9048,US,39.8719,-75.2411,US,#426ae1,ORD_PHL
DL,ATL,BNA,33.6367,-84.4281,US,36.1245,-86.6782,US,#ff0000,ATL_BNA
DL,DCA,LAX,38.8521,-77.0377,US,33.9425,-118.4081,US,#ff0000,DCA_LAX
AA,LGA,CAK,40.7773,-73.8727,US,40.916,-81.4421,US,#00ffff,LGA_CAK
DL,JFK,CMH,40.6397,-73.7789,US,39.998,-82.8919,US,#ff0000,JFK_CMH
UA,IAH,SEA,29.9844,-95.3414,US,47.449,-122.3093,US,#426ae1,IAH_SEA
UA,EWR,CMH,40.6925,-74.1687,US,39.998,-82.8919,US,#426ae1,EWR_CMH
UA,IAH,TPA,29.9844,-95.3414,US,27.9755,-82.5332,US,#426ae1,IAH_TPA
DL,LGA,IND,40.7773,-73.8727,US,39.7173,-86.2944,US,#ff0000,LGA_IND
AA,DCA,PIT,38.8521,-77.0377,US,40.4915,-80.2329,US,#00ffff,DCA_PIT
AA,PHL,ATL,39.8719,-75.2411,US,33.6367,-84.4281,US,#00ffff,PHL_ATL
AA,DFW,MGM,32.8968,-97.038,US,32.3006,-86.3939,US,#00ffff,DFW_MGM
DL,ATL,ROC,33.6367,-84.4281,US,43.1189,-77.6724,US,#ff0000,ATL_ROC
DL,DTW,RDU,42.2124,-83.3534,US,35.8777,-78.7875,US,#ff0000,DTW_RDU
DL,MSP,HIB,44.882,-93.2218,US,47.3867,-92.8389,US,#ff0000,MSP_HIB
UA,IAH,CAK,29.9844,-95.3414,US,40.916,-81.4421,US,#426ae1,IAH_CAK
DL,DTW,MSY,42.2124,-83.3534,US,29.9934,-90.258,US,#ff0000,DTW_MSY
AA,DCA,CMH,38.8521,-77.0377,US,39.998,-82.8919,US,#00ffff,DCA_CMH
DL,DTW,MLI,42.2124,-83.3534,US,41.4485,-90.5075,US,#ff0000,DTW_MLI
AA,ORD,FSD,41.9786,-87.9048,US,43.582,-96.7419,US,#00ffff,ORD_FSD
AA,MIA,CLE,25.7933,-80.2906,US,41.4117,-81.8498,US,#00ffff,MIA_CLE
DL,ATL,PWM,33.6367,-84.4281,US,43.6462,-70.3093,US,#ff0000,ATL_PWM
DL,SLC,SJC,40.7884,-111.9778,US,37.3627,-121.9291,US,#ff0000,SLC_SJC
UA,IAH,PNS,29.9844,-95.3414,US,30.4734,-87.1864,US,#426ae1,IAH_PNS
DL,SLC,ORD,40.7884,-111.9778,US,41.9786,-87.9048,US,#ff0000,SLC_ORD
AA,DFW,JAC,32.8968,-97.038,US,43.6073,-110.7378,US,#00ffff,DFW_JAC
DL,ATL,FAY,33.6367,-84.4281,US,34.9911,-78.8803,US,#ff0000,ATL_FAY
UA,IAD,AUS,38.9445,-77.4558,US,30.195,-97.67,US,#426ae1,IAD_AUS
AA,CLT,BNA,35.214,-80.9431,US,36.1245,-86.6782,US,#00ffff,CLT_BNA
DL,JFK,DCA,40.6397,-73.7789,US,38.8521,-77.0377,US,#ff0000,JFK_DCA
DL,SEA,LIH,47.449,-122.3093,US,21.976,-159.339,US,#ff0000,SEA_LIH
DL,ATL,AGS,33.6367,-84.4281,US,33.3367,-81.9645,US,#ff0000,ATL_AGS
AA,DCA,CAE,38.8521,-77.0377,US,33.9387,-81.1195,US,#00ffff,DCA_CAE
UA,EWR,OMA,40.6925,-74.1687,US,41.3032,-95.8941,US,#426ae1,EWR_OMA
AA,PHX,RDM,33.4342,-112.0115,US,44.2541,-121.15,US,#00ffff,PHX_RDM
DL,ATL,DTW,33.6367,-84.4281,US,42.2124,-83.3534,US,#ff0000,ATL_DTW
UA,IAD,AVL,38.9445,-77.4558,US,35.4367,-82.5417,US,#426ae1,IAD_AVL
AA,DCA,PHL,38.8521,-77.0377,US,39.8719,-75.2411,US,#00ffff,DCA_PHL
AA,DCA,CLE,38.8521,-77.0377,US,41.4117,-81.8498,US,#00ffff,DCA_CLE
AA,DFW,FLG,32.8968,-97.038,US,35.1386,-111.6711,US,#00ffff,DFW_FLG
DL,ATL,ONT,33.6367,-84.4281,US,34.056,-117.6012,US,#ff0000,ATL_ONT
DL,SLC,BWI,40.7884,-111.9778,US,39.1754,-76.6683,US,#ff0000,SLC_BWI
UA,IAD,LGA,38.9445,-77.4558,US,40.7773,-73.8727,US,#426ae1,IAD_LGA
DL,SLC,EUG,40.7884,-111.9778,US,44.1245,-123.212,US,#ff0000,SLC_EUG
AA,PHL,RDU,39.8719,-75.2411,US,35.8777,-78.7875,US,#00ffff,PHL_RDU
AA,DCA,ORD,38.8521,-77.0377,US,41.9786,-87.9048,US,#00ffff,DCA_ORD
AA,MIA,PNS,25.7933,-80.2906,US,30.4734,-87.1864,US,#00ffff,MIA_PNS
AA,ORD,TYS,41.9786,-87.9048,US,35.8109,-83.994,US,#00ffff,ORD_TYS
DL,MSP,AZO,44.882,-93.2218,US,42.2349,-85.5521,US,#ff0000,MSP_AZO
DL,LGA,MCI,40.7773,-73.8727,US,39.2976,-94.7139,US,#ff0000,LGA_MCI
DL,HNL,SLC,21.3187,-157.9224,US,40.7884,-111.9778,US,#ff0000,HNL_SLC
AA,LAX,FAT,33.9425,-118.4081,US,36.7762,-119.7181,US,#00ffff,LAX_FAT
DL,CVG,DEN,39.0488,-84.6678,US,39.8617,-104.6732,US,#ff0000,CVG_DEN
DL,CVG,TPA,39.0488,-84.6678,US,27.9755,-82.5332,US,#ff0000,CVG_TPA
DL,SLC,TPA,40.7884,-111.9778,US,27.9755,-82.5332,US,#ff0000,SLC_TPA
AA,PHL,ORH,39.8719,-75.2411,US,42.2667,-71.875,US,#00ffff,PHL_ORH
DL,DTW,PHX,42.2124,-83.3534,US,33.4342,-112.0115,US,#ff0000,DTW_PHX
DL,SLC,SNA,40.7884,-111.9778,US,33.6756,-117.8682,US,#ff0000,SLC_SNA
AA,CLT,TPA,35.214,-80.9431,US,27.9755,-82.5332,US,#00ffff,CLT_TPA
AA,BOS,MIA,42.3643,-71.0052,US,25.7933,-80.2906,US,#00ffff,BOS_MIA
AA,PHX,HNL,33.4342,-112.0115,US,21.3187,-157.9224,US,#00ffff,PHX_HNL
DL,DTW,SEA,42.2124,-83.3534,US,47.449,-122.3093,US,#ff0000,DTW_SEA
UA,DEN,OMA,39.8617,-104.6732,US,41.3032,-95.8941,US,#426ae1,DEN_OMA
DL,ATL,DEN,33.6367,-84.4281,US,39.8617,-104.6732,US,#ff0000,ATL_DEN
AA,DFW,OGG,32.8968,-97.038,US,20.8987,-156.4305,US,#00ffff,DFW_OGG
AA,PHL,ALB,39.8719,-75.2411,US,42.7483,-73.8017,US,#00ffff,PHL_ALB
UA,DEN,CLT,39.8617,-104.6732,US,35.214,-80.9431,US,#426ae1,DEN_CLT
AA,DFW,PBI,32.8968,-97.038,US,26.6832,-80.0956,US,#00ffff,DFW_PBI
DL,MSP,PSC,44.882,-93.2218,US,46.2646,-119.119,US,#ff0000,MSP_PSC
AA,LAX,AUS,33.9425,-118.4081,US,30.195,-97.67,US,#00ffff,LAX_AUS
UA,ORD,BOI,41.9786,-87.9048,US,43.5644,-116.2228,US,#426ae1,ORD_BOI
AA,PHL,MHT,39.8719,-75.2411,US,42.9326,-71.4357,US,#00ffff,PHL_MHT
UA,DEN,PHX,39.8617,-104.6732,US,33.4342,-112.0115,US,#426ae1,DEN_PHX
AA,LGA,ATL,40.7773,-73.8727,US,33.6367,-84.4281,US,#00ffff,LGA_ATL
DL,LAX,CMH,33.9425,-118.4081,US,39.998,-82.8919,US,#ff0000,LAX_CMH
UA,DEN,BOI,39.8617,-104.6732,US,43.5644,-116.2228,US,#426ae1,DEN_BOI
UA,DEN,ABQ,39.8617,-104.6732,US,35.0402,-106.6092,US,#426ae1,DEN_ABQ
AA,MIA,BHM,25.7933,-80.2906,US,33.5629,-86.7535,US,#00ffff,MIA_BHM
AA,JFK,SAN,40.6397,-73.7789,US,32.7336,-117.1897,US,#00ffff,JFK_SAN
DL,SLC,IAD,40.7884,-111.9778,US,38.9445,-77.4558,US,#ff0000,SLC_IAD
AA,CLT,ROC,35.214,-80.9431,US,43.1189,-77.6724,US,#00ffff,CLT_ROC
AA,CLT,MYR,35.214,-80.9431,US,33.6797,-78.9283,US,#00ffff,CLT_MYR
UA,IAH,TUS,29.9844,-95.3414,US,32.1161,-110.941,US,#426ae1,IAH_TUS
DL,LAS,SNA,36.0804,-115.1523,US,33.6756,-117.8682,US,#ff0000,LAS_SNA
UA,IAD,STL,38.9445,-77.4558,US,38.7487,-90.37,US,#426ae1,IAD_STL
UA,IAH,MAF,29.9844,-95.3414,US,31.9425,-102.202,US,#426ae1,IAH_MAF
AA,CLT,SAT,35.214,-80.9431,US,29.5337,-98.4698,US,#00ffff,CLT_SAT
DL,ATL,FNT,33.6367,-84.4281,US,42.9654,-83.7436,US,#ff0000,ATL_FNT
DL,DTW,CHA,42.2124,-83.3534,US,35.0353,-85.2038,US,#ff0000,DTW_CHA
DL,ATL,SGF,33.6367,-84.4281,US,37.2443,-93.3886,US,#ff0000,ATL_SGF
DL,BOS,DCA,42.3643,-71.0052,US,38.8521,-77.0377,US,#ff0000,BOS_DCA
AA,DFW,LAW,32.8968,-97.038,US,34.5677,-98.4166,US,#00ffff,DFW_LAW
AA,DFW,SMF,32.8968,-97.038,US,38.6954,-121.5908,US,#00ffff,DFW_SMF
UA,LAX,BWI,33.9425,-118.4081,US,39.1754,-76.6683,US,#426ae1,LAX_BWI
DL,JFK,BNA,40.6397,-73.7789,US,36.1245,-86.6782,US,#ff0000,JFK_BNA
AA,CLT,LEX,35.214,-80.9431,US,38.0365,-84.6059,US,#00ffff,CLT_LEX
UA,IAD,CMH,38.9445,-77.4558,US,39.998,-82.8919,US,#426ae1,IAD_CMH
DL,ATL,CAE,33.6367,-84.4281,US,33.9387,-81.1195,US,#ff0000,ATL_CAE
AA,JFK,SFO,40.6397,-73.7789,US,37.6189,-122.3749,US,#00ffff,JFK_SFO
AA,PHL,BDL,39.8719,-75.2411,US,41.9389,-72.6832,US,#00ffff,PHL_BDL
AA,PHL,MDT,39.8719,-75.2411,US,40.1935,-76.7633,US,#00ffff,PHL_MDT
AA,MIA,CAE,25.7933,-80.2906,US,33.9387,-81.1195,US,#00ffff,MIA_CAE
UA,IAD,SAV,38.9445,-77.4558,US,32.1277,-81.2021,US,#426ae1,IAD_SAV
UA,ORD,PHX,41.9786,-87.9048,US,33.4342,-112.0115,US,#426ae1,ORD_PHX
UA,CLE,ORD,41.4117,-81.8498,US,41.9786,-87.9048,US,#426ae1,CLE_ORD
AA,PHX,ATL,33.4342,-112.0115,US,33.6367,-84.4281,US,#00ffff,PHX_ATL
UA,ORD,SEA,41.9786,-87.9048,US,47.449,-122.3093,US,#426ae1,ORD_SEA
AA,LAX,IAD,33.9425,-118.4081,US,38.9445,-77.4558,US,#00ffff,LAX_IAD
AA,PHX,BUR,33.4342,-112.0115,US,34.2006,-118.3587,US,#00ffff,PHX_BUR
DL,SEA,PDX,47.449,-122.3093,US,45.5887,-122.5975,US,#ff0000,SEA_PDX
AA,ORD,DAY,41.9786,-87.9048,US,39.9024,-84.2194,US,#00ffff,ORD_DAY
AA,DCA,MEM,38.8521,-77.0377,US,35.0435,-89.9767,US,#00ffff,DCA_MEM
UA,DEN,COS,39.8617,-104.6732,US,38.8058,-104.7002,US,#426ae1,DEN_COS
DL,ATL,BTR,33.6367,-84.4281,US,30.5331,-91.1496,US,#ff0000,ATL_BTR
AA,DFW,BZN,32.8968,-97.038,US,45.7775,-111.153,US,#00ffff,DFW_BZN
UA,IAD,DTW,38.9445,-77.4558,US,42.2124,-83.3534,US,#426ae1,IAD_DTW
UA,IAD,SMF,38.9445,-77.4558,US,38.6954,-121.5908,US,#426ae1,IAD_SMF
DL,SLC,RAP,40.7884,-111.9778,US,44.0453,-103.0575,US,#ff0000,SLC_RAP
DL,ATL,IAD,33.6367,-84.4281,US,38.9445,-77.4558,US,#ff0000,ATL_IAD
AA,PHL,JAX,39.8719,-75.2411,US,30.4941,-81.6879,US,#00ffff,PHL_JAX
